polar and equatorial radii for Neptune's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
these models assume the k-band 2014 wind profile from Tollefson et al. (2018, Icarus 311).
the distribution of models in this file comes from randomly drawing wind fit coefficients from Gaussians with means and standard deviations from Table 1 (polynomial profiles).
index         r_pol_km          r_eq_km
   74   24400.77920851   24762.40196140
   75   24407.82532139   24763.13769338
   76   24425.30115353   24750.38664935
   77   24415.98910334   24740.22029298
   78   24097.04666446   24766.00655451
   79   24388.57159814   24760.67732316
   80   24329.79728994   24763.23439874
   81   24278.95667541   24767.47067934
   82   23761.80657100   24785.25007113
   83   24410.25049550   24753.21761064
   84   23993.95097854   24763.72430153
   85   24315.47830524   24751.91999717
   86   24186.26597761   24757.61257318
   87   24401.41218822   24755.59342578
   88   24339.27782686   24763.18231705
   89   24410.91289687   24754.89478185
   90   24408.72551776   24760.94989168
   91   24183.50800083   24758.56240909
   92   24421.56831131   24755.83429300
   93   24003.94861650   24781.00013666
   94   24384.64551121   24756.62759638
   95   24204.42354370   24768.06694888
   96   23973.28788521   24779.89146524
   97   24309.06228094   24753.14525077
   98   24396.82977268   24764.44737246
   99   23935.65189403   24775.67891517
  100   24380.30767436   24763.64652594
  101   24337.83876453   24757.22493683
  102   24409.33097325   24757.35737091
  103   24387.58932529   24753.72043001
  104   24376.62573991   24762.70614652
  105   23991.89855521   24763.15345410
  106   23989.23513028   24771.61528186
  107   24383.41570460   24760.50930676
  108   24095.96320526   24769.08498316
  109   24317.14047099   24764.81331263
  110   24086.11425344   24765.25012687
  111   24230.56715815   24753.29102122
  112   24097.59936860   24768.29093792
  113   24407.03367184   24749.89318495
  114   24336.63299878   24742.65416742
  115   24139.83482013   24765.71078267
  116   24406.91443119   24757.06666923
  117   24416.86424267   24755.14012476
  118   23854.83173881   24770.71201206
  119   24402.62443977   24754.48973762
  120   24157.03263889   24768.15860107
  121   24334.29417802   24767.69017181
  122   24246.08503951   24769.04596346
