polar and equatorial radii for Uranus's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
the models summarized in this file assume the composite asymmetric wind profile from Sromovsky et al. (2015, Icarus 258) Section 4.5 and Table 6.
the distribution of models in this file comes from Markov chain Monte Carlo fits to the pair of Voyager 2 radio occultations reported in Lindal et al. 1987.
index   r_pol_north_km   r_pol_south_km          r_eq_km              lnp
 4498        24971.179        24965.802        25558.885       -1.346e-01
 4499        24969.724        24964.347        25557.330       -1.171e-02
 4500        24970.497        24965.121        25558.156       -5.291e-02
 4501        24971.446        24966.069        25559.170       -1.781e-01
 4502        24970.772        24965.396        25558.450       -8.081e-02
 4503        24969.771        24964.396        25557.380       -1.266e-02
 4504        24970.453        24965.076        25558.108       -4.907e-02
 4505        24971.169        24965.791        25558.873       -1.330e-01
 4506        24970.480        24965.103        25558.137       -5.141e-02
 4507        24969.715        24964.339        25557.319       -1.154e-02
 4508        24970.175        24964.799        25557.812       -2.914e-02
 4509        24970.970        24965.592        25558.661       -1.050e-01
 4510        24970.754        24965.378        25558.431       -7.875e-02
 4511        24969.331        24963.955        25556.909       -1.169e-02
 4512        24969.894        24964.518        25557.511       -1.608e-02
 4513        24970.977        24965.600        25558.668       -1.059e-01
 4514        24970.638        24965.262        25558.307       -6.634e-02
 4515        24968.871        24963.496        25556.417       -2.960e-02
 4516        24969.967        24964.593        25557.589       -1.878e-02
 4517        24971.299        24965.923        25559.014       -1.535e-01
 4518        24970.344        24964.968        25557.992       -4.040e-02
 4519        24968.664        24963.289        25556.196       -4.397e-02
 4520        24969.494        24964.118        25557.083       -9.980e-03
 4521        24971.291        24965.914        25559.004       -1.520e-01
 4522        24970.499        24965.123        25558.158       -5.313e-02
 4523        24968.825        24963.450        25556.368       -3.243e-02
 4524        24970.092        24964.717        25557.723       -2.453e-02
 4525        24972.354        24966.976        25560.141       -3.751e-01
 4526        24969.948        24964.572        25557.568       -1.802e-02
 4527        24968.923        24963.548        25556.473       -2.658e-02
 4528        24969.747        24964.371        25557.353       -1.214e-02
 4529        24972.684        24967.307        25560.494       -4.653e-01
 4530        24970.461        24965.085        25558.117       -4.978e-02
 4531        24968.852        24963.476        25556.397       -3.076e-02
 4532        24966.249        24960.875        25553.614       -5.008e-01
 4533        24974.003        24968.624        25561.904       -9.251e-01
 4534        24970.618        24965.241        25558.285       -6.433e-02
 4535        24971.324        24965.947        25559.040       -1.574e-01
 4536        24966.509        24961.137        25553.892       -4.260e-01
 4537        24970.803        24965.427        25558.483       -8.439e-02
 4538        24971.006        24965.630        25558.701       -1.100e-01
 4539        24971.322        24965.945        25559.038       -1.571e-01
 4540        24966.509        24961.137        25553.892       -4.260e-01
 4541        24970.347        24964.971        25557.995       -4.065e-02
 4542        24971.006        24965.630        25558.701       -1.100e-01
 4543        24971.807        24966.430        25559.557       -2.475e-01
 4544        24962.766        24957.397        25549.892       -2.097e+00
 4545        24970.403        24965.027        25558.055       -4.501e-02
 4546        24971.178        24965.801        25558.883       -1.344e-01
 4547        24971.807        24966.430        25559.557       -2.475e-01
 4548        24965.905        24960.533        25553.247       -6.091e-01
 4549        24969.728        24964.352        25557.334       -1.178e-02
 4550        24970.892        24965.515        25558.578       -9.502e-02
 4551        24972.027        24966.650        25559.792       -2.955e-01
 4552        24965.905        24960.533        25553.247       -6.091e-01
 4553        24969.241        24963.866        25556.813       -1.366e-02
 4554        24971.146        24965.770        25558.850       -1.298e-01
 4555        24972.732        24967.353        25560.545       -4.792e-01
 4556        24965.050        24959.678        25552.333       -9.253e-01
 4557        24967.881        24962.507        25555.359       -1.337e-01
 4558        24971.056        24965.679        25558.753       -1.167e-01
 4559        24973.128        24967.749        25560.969       -6.024e-01
 4560        24968.049        24962.674        25555.538       -1.098e-01
 4561        24969.147        24963.771        25556.712       -1.654e-02
 4562        24973.189        24967.810        25561.034       -6.226e-01
 4563        24973.745        24968.365        25561.627       -8.223e-01
 4564        24968.005        24962.629        25555.491       -1.158e-01
 4565        24966.196        24960.824        25553.558       -5.165e-01
 4566        24973.189        24967.810        25561.034       -6.226e-01
 4567        24973.703        24968.324        25561.583       -8.066e-01
 4568        24964.813        24959.442        25552.080       -1.025e+00
 4569        24965.520        24960.148        25552.835       -7.432e-01
 4570        24973.099        24967.721        25560.938       -5.928e-01
 4571        24973.703        24968.324        25561.583       -8.066e-01
 4572        24964.813        24959.442        25552.080       -1.025e+00
 4573        24967.381        24962.006        25554.824       -2.203e-01
 4574        24970.658        24965.283        25558.329       -6.846e-02
 4575        24972.955        24967.577        25560.783       -5.467e-01
 4576        24964.813        24959.442        25552.080       -1.025e+00
 4577        24967.299        24961.925        25554.737       -2.367e-01
 4578        24969.339        24963.963        25556.918       -1.154e-02
 4579        24972.955        24967.577        25560.783       -5.467e-01
 4580        24964.992        24959.620        25552.270       -9.493e-01
 4581        24968.002        24962.627        25555.488       -1.162e-01
 4582        24970.325        24964.949        25557.972       -3.905e-02
 4583        24972.298        24966.919        25560.081       -3.606e-01
 4584        24968.956        24963.581        25556.509       -2.480e-02
 4585        24968.596        24963.221        25556.123       -4.950e-02
 4586        24973.259        24967.880        25561.108       -6.460e-01
 4587        24972.348        24966.970        25560.135       -3.735e-01
 4588        24968.915        24963.540        25556.464       -2.704e-02
 4589        24968.364        24962.989        25555.875       -7.173e-02
 4590        24972.864        24967.485        25560.686       -5.186e-01
 4591        24972.827        24967.449        25560.647       -5.075e-01
 4592        24966.715        24961.342        25554.112       -3.711e-01
 4593        24968.564        24963.189        25556.089       -5.228e-02
 4594        24972.871        24967.492        25560.693       -5.206e-01
 4595        24972.827        24967.449        25560.647       -5.075e-01
