polar and equatorial radii for Neptune's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
these models assume the h-band 2014 wind profile from Tollefson et al. (2018, Icarus 311).
the distribution of models in this file comes from randomly drawing wind fit coefficients from Gaussians with means and standard deviations from Table 1 (polynomial profiles).
index         r_pol_km          r_eq_km
  473   24400.07695112   24767.70697916
  474   24434.08935181   24758.06341874
  475   24188.29400934   24776.68099704
  476   24391.22529850   24765.63931365
  477   24246.06490753   24772.43307744
  478   24383.44531588   24766.10014804
  479   24178.40703882   24776.31847048
  480   24113.68646149   24773.53380829
  481   24098.11035332   24785.32835642
  482   24328.50650100   24773.83518859
  483   24030.77978100   24780.82527398
  484   24251.56920491   24770.40306168
  485   23912.95259277   24781.19372791
  486   24234.39473515   24778.18647235
  487   24400.57862874   24765.27854369
  488   24243.25368566   24775.19675186
  489   24374.48147082   24770.04657724
  490   24276.87497171   24773.46557002
  491   24078.70310126   24777.47518400
  492   24404.78966044   24763.46778406
  493   24305.81520810   24776.57789246
  494   24360.55346409   24767.67691677
  495   24296.21892678   24769.40858594
  496   24131.48658369   24776.61952626
  497   24303.36840284   24777.56775270
  498   24254.47133878   24762.84920194
  499   24381.29164000   24760.84979237
  500   24163.30916399   24772.53735231
  501   24357.98860446   24767.28389345
  502   24095.44651188   24780.29160754
  503   24305.52398523   24763.87373324
  504   24247.47027881   24770.84956162
  505   23980.21382565   24775.31643434
  506   24295.63888552   24771.98918225
  507   24134.33019608   24773.52805311
  508   24263.39422628   24772.92756913
  509   24123.08944554   24776.30916669
  510   24231.50753889   24781.52353035
  511   24377.57682384   24764.47247264
  512   24359.90220573   24769.54845098
  513   24264.24603133   24765.86499049
  514   24379.87835264   24764.72772796
  515   24127.15361221   24782.52933766
  516   24409.42078865   24768.99896226
  517   24360.96234160   24767.52389938
  518   24060.43427637   24789.55743989
  519   24377.93827492   24769.34972668
  520   24426.63980257   24759.03211098
  521   24377.63079700   24766.08723091
  522   24365.10811239   24759.21426076
  523   24353.87440403   24770.10777584
  524   24382.69175881   24765.16457977
  525   24344.11692673   24766.75864048
  526   24190.36074894   24770.12210447
  527   24285.20521009   24770.64114811
  528   24199.05374958   24776.82907697
  529   24430.70026506   24752.99372426
  530   24131.86746718   24775.09272676
  531   24346.35608151   24774.33434280
  532   24408.98867725   24761.77889189
  533   24386.76495108   24763.56668056
  534   24400.04476497   24765.93265074
  535   24085.16898965   24773.14583190
  536   24324.29989135   24772.22388110
  537   24218.77669708   24774.42590973
  538   24326.01880433   24772.90033952
  539   24340.83500720   24766.36892291
  540   24025.17230956   24779.87671215
  541   24426.07485925   24760.27411253
  542   24408.76493529   24769.63831802
  543   24343.74967572   24769.50486927
  544   24230.19651113   24771.46782048
  545   24282.68866251   24767.76637417
  546   24393.08303721   24762.93066291
  547   24386.10356167   24769.73270899
  548   24306.05394279   24767.63926834
  549   24359.44358665   24769.66178625
  550   24367.22974526   24765.44195902
  551   24214.72470722   24781.30019483
  552   24122.90852169   24777.77210853
  553   24253.51443873   24769.98979681
  554   24294.64256507   24769.95268762
  555   24358.94506612   24770.43037790
  556   24254.93907787   24767.03393249
  557   24089.28566247   24780.06591315
  558   24321.39952305   24771.47716570
  559   24443.17627001   24752.84757904
  560   24403.97962489   24763.96706878
  561   24352.95735786   24769.57585702
  562   24205.05726529   24784.82574347
  563   24440.13782603   24755.49238359
  564   24224.94067396   24776.33974991
  565   24344.18927726   24768.08025667
  566   24261.08707035   24767.96972413
  567   24400.02872243   24768.33900301
  568   24398.93340539   24759.37794354
  569   24427.62936060   24762.61122312
  570   24429.77883852   24759.12295141
  571   24433.99134368   24755.04258357
  572   24364.78085868   24772.62372374
  573   24373.47480931   24772.02157124
  574   23998.13728428   24778.57473831
  575   24051.65911945   24779.50010753
  576   24301.57176181   24772.41818977
  577   24318.91048630   24774.02073735
  578   24320.04185203   24769.36709601
  579   24310.93166248   24768.18736496
  580   24372.01120470   24772.97379809
  581   24307.89323439   24772.53323312
  582   24376.47121597   24770.63280241
  583   24276.19411652   24772.94184360
  584   24419.51417356   24765.36632451
  585   24235.97433469   24779.41507917
  586   24389.24353502   24759.65721957
  587   24399.22324138   24762.44434160
  588   24292.52344469   24776.76615184
  589   24395.15518683   24763.90023625
  590   24394.63615620   24766.95397263
  591   24259.22421611   24778.44415641
  592   24304.55081435   24764.40825230
  593   24142.44467889   24771.48931291
