polar and equatorial radii for Uranus's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
the models summarized in this file assume the symmetric wind profile from Sromovsky et al. (2015, Icarus 258) Equation 2.
the distribution of models in this file comes from Markov chain Monte Carlo fits to the pair of Voyager 2 radio occultations reported in Lindal et al. 1987.
index         r_pol_km          r_eq_km              lnp 
 6132        24968.898        25557.610       -1.959e-02
 6133        24969.313        25558.055       -4.500e-02
 6134        24971.322        25560.202       -3.901e-01
 6135        24964.432        25552.836       -7.427e-01
 6136        24968.954        25557.670       -2.210e-02
 6137        24969.144        25557.874       -3.273e-02
 6138        24972.857        25561.844       -9.024e-01
 6139        24965.925        25554.432       -2.983e-01
 6140        24969.316        25558.057       -4.516e-02
 6141        24969.113        25557.841       -3.078e-02
 6142        24971.196        25560.068       -3.576e-01
 6143        24965.917        25554.424       -3.000e-01
 6144        24969.851        25558.630       -1.013e-01
 6145        24968.577        25557.267       -1.080e-02
 6146        24971.196        25560.068       -3.576e-01
 6147        24966.572        25555.124       -1.689e-01
 6148        24970.739        25559.579       -2.520e-01
 6149        24969.288        25558.027       -4.296e-02
 6150        24970.949        25559.804       -2.982e-01
 6151        24966.572        25555.124       -1.689e-01
 6152        24973.861        25562.917       -1.354e+00
 6153        24969.603        25558.365       -7.201e-02
 6154        24974.478        25563.577       -1.677e+00
 6155        24966.720        25555.282       -1.446e-01
 6156        24973.861        25562.917       -1.354e+00
 6157        24966.913        25555.488       -1.160e-01
 6158        24972.497        25561.459       -7.630e-01
 6159        24966.720        25555.282       -1.446e-01
 6160        24973.415        25562.440       -1.142e+00
 6161        24966.913        25555.488       -1.160e-01
 6162        24972.051        25560.983       -6.068e-01
 6163        24967.262        25555.861       -7.302e-02
 6164        24971.320        25560.201       -3.897e-01
 6165        24967.202        25555.797       -7.962e-02
 6166        24972.889        25561.878       -9.154e-01
 6167        24965.115        25553.566       -5.143e-01
 6168        24971.320        25560.201       -3.897e-01
 6169        24967.202        25555.797       -7.962e-02
 6170        24972.316        25561.266       -6.974e-01
 6171        24967.694        25556.324       -3.513e-02
 6172        24971.345        25560.227       -3.963e-01
 6173        24967.397        25556.006       -5.935e-02
 6174        24973.111        25562.116       -1.008e+00
 6175        24967.930        25556.576       -2.165e-02
 6176        24971.161        25560.031       -3.490e-01
 6177        24968.969        25557.687       -2.286e-02
 6178        24969.695        25558.463       -8.224e-02
 6179        24965.077        25553.526       -5.256e-01
 6180        24970.453        25559.274       -1.956e-01
 6181        24968.503        25557.189       -1.011e-02
 6182        24969.740        25558.512       -8.752e-02
 6183        24965.077        25553.526       -5.256e-01
 6184        24970.213        25559.017       -1.541e-01
 6185        24971.548        25560.445       -4.522e-01
 6186        24969.740        25558.512       -8.752e-02
 6187        24965.077        25553.526       -5.256e-01
 6188        24969.584        25558.344       -6.999e-02
 6189        24971.925        25560.848       -5.658e-01
 6190        24970.489        25559.312       -2.023e-01
 6191        24966.770        25555.336       -1.369e-01
 6192        24969.012        25557.732       -2.498e-02
 6193        24971.925        25560.848       -5.658e-01
 6194        24969.991        25558.780       -1.203e-01
 6195        24966.744        25555.308       -1.409e-01
 6196        24967.904        25556.548       -2.290e-02
 6197        24971.900        25560.821       -5.578e-01
 6198        24969.991        25558.780       -1.203e-01
 6199        24964.629        25553.046       -6.725e-01
 6200        24967.597        25556.220       -4.217e-02
 6201        24968.974        25557.692       -2.307e-02
 6202        24971.448        25560.337       -4.241e-01
 6203        24965.273        25553.735       -4.673e-01
 6204        24968.042        25556.695       -1.706e-02
 6205        24968.974        25557.692       -2.307e-02
 6206        24970.325        25559.136       -1.727e-01
 6207        24965.273        25553.735       -4.673e-01
 6208        24967.244        25555.842       -7.501e-02
 6209        24969.254        25557.991       -4.040e-02
 6210        24968.977        25557.695       -2.323e-02
 6211        24964.888        25553.323       -5.854e-01
 6212        24964.593        25553.008       -6.852e-01
 6213        24970.705        25559.543       -2.449e-01
 6214        24968.977        25557.695       -2.323e-02
 6215        24964.364        25552.763       -7.678e-01
 6216        24962.207        25550.457       -1.783e+00
 6217        24970.643        25559.476       -2.322e-01
 6218        24968.235        25556.902       -1.177e-02
 6219        24966.156        25554.679       -2.478e-01
 6220        24964.128        25552.511       -8.582e-01
 6221        24970.643        25559.476       -2.322e-01
 6222        24968.714        25557.414       -1.341e-02
 6223        24963.512        25551.852       -1.118e+00
 6224        24964.128        25552.511       -8.582e-01
 6225        24970.643        25559.476       -2.322e-01
 6226        24967.334        25555.938       -6.553e-02
 6227        24963.512        25551.852       -1.118e+00
 6228        24964.128        25552.511       -8.582e-01
 6229        24969.435        25558.185       -5.544e-02
 6230        24967.331        25555.935       -6.582e-02
 6231        24965.209        25553.667       -4.859e-01
 6232        24964.621        25553.037       -6.754e-01
 6233        24970.287        25559.096       -1.662e-01
 6234        24966.593        25555.146       -1.654e-01
 6235        24965.209        25553.667       -4.859e-01
 6236        24964.718        25553.142       -6.417e-01
 6237        24970.148        25558.948       -1.437e-01
 6238        24965.014        25553.458       -5.453e-01
 6239        24965.367        25553.835       -4.406e-01
 6240        24964.502        25552.911       -7.173e-01
 6241        24972.069        25561.002       -6.126e-01
 6242        24966.808        25555.376       -1.312e-01
 6243        24966.481        25555.026       -1.848e-01
 6244        24964.956        25553.396       -5.636e-01
 6245        24971.091        25559.955       -3.317e-01
 6246        24966.729        25555.291       -1.433e-01
 6247        24966.576        25555.128       -1.682e-01
 6248        24965.381        25553.850       -4.367e-01
 6249        24971.651        25560.555       -4.819e-01
 6250        24966.540        25555.090       -1.743e-01
 6251        24966.967        25555.547       -1.086e-01
 6252        24961.320        25549.509       -2.324e+00
 6253        24971.651        25560.555       -4.819e-01
 6254        24965.688        25554.179       -3.552e-01
 6255        24968.314        25556.987       -1.060e-02
 6256        24961.320        25549.509       -2.324e+00
 6257        24972.871        25561.859       -9.081e-01
 6258        24964.744        25553.169       -6.330e-01
 6259        24973.538        25562.572       -1.199e+00
 6260        24961.320        25549.509       -2.324e+00
 6261        24972.871        25561.859       -9.081e-01
 6262        24964.744        25553.169       -6.330e-01
 6263        24973.538        25562.572       -1.199e+00
 6264        24961.320        25549.509       -2.324e+00
 6265        24972.099        25561.033       -6.226e-01
 6266        24963.852        25552.215       -9.706e-01
 6267        24973.828        25562.882       -1.338e+00
 6268        24961.733        25549.950       -2.064e+00
 6269        24971.088        25559.952       -3.310e-01
 6270        24966.036        25554.551       -2.732e-01
 6271        24973.828        25562.882       -1.338e+00
 6272        24962.727        25551.013       -1.499e+00
 6273        24970.832        25559.679       -2.720e-01
 6274        24969.434        25558.184       -5.531e-02
 6275        24972.546        25561.511       -7.813e-01
 6276        24963.948        25552.318       -9.308e-01
 6277        24970.530        25559.355       -2.100e-01
 6278        24969.434        25558.184       -5.531e-02
 6279        24972.546        25561.511       -7.813e-01
 6280        24963.948        25552.318       -9.308e-01
 6281        24970.530        25559.355       -2.100e-01
 6282        24969.101        25557.828       -3.007e-02
 6283        24971.741        25560.651       -5.088e-01
 6284        24961.337        25549.527       -2.313e+00
 6285        24973.362        25562.384       -1.118e+00
 6286        24964.933        25553.372       -5.708e-01
 6287        24972.827        25561.812       -8.905e-01
 6288        24961.337        25549.527       -2.313e+00
 6289        24973.649        25562.691       -1.251e+00
 6290        24967.226        25555.823       -7.694e-02
 6291        24972.803        25561.786       -8.809e-01
 6292        24965.995        25554.507       -2.823e-01
 6293        24974.420        25563.516       -1.646e+00
